Date,ISO,Country,Status
28/09/2020,DEU,Germany,Fully open
28/09/2020,DJI,Djibouti,Fully open
28/09/2020,DMA,Dominica,Fully open
28/09/2020,DNK,Denmark,Fully open
28/09/2020,DOM,Dominican Republic,Closed due to COVID-19
28/09/2020,DZA,Algeria,Academic break
28/09/2020,ECU,Ecuador,Closed due to COVID-19
28/09/2020,EGY,Egypt,Academic break
28/09/2020,ERI,Eritrea,Closed due to COVID-19
28/09/2020,ESP,Spain,Partially open
28/09/2020,EST,Estonia,Fully open
28/09/2020,ETH,Ethiopia,Closed due to COVID-19
28/09/2020,FIN,Finland,Fully open
28/09/2020,FJI,Fiji,Fully open
28/09/2020,FRA,France,Fully open
28/09/2020,FRO,Faroe Islands,Fully open
28/09/2020,FSM,Micronesia (Federated States of),Partially open
28/09/2020,GAB,Gabon,Academic break
28/09/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open
28/09/2020,GEO,Georgia,Fully open
28/09/2020,GHA,Ghana,Academic break
28/09/2020,GIB,Gibraltar,Partially open
28/09/2020,GIN,Guinea,Academic break
28/09/2020,GMB,Gambia,Fully open
28/09/2020,GNB,Guinea-Bissau,Academic break
28/09/2020,GNQ,Equatorial Guinea ,Closed due to COVID-19
28/09/2020,GRC,Greece,Fully open
28/09/2020,GRD,Grenada,Partially open
28/09/2020,GRL,Greenland,Fully open
28/09/2020,GTM,Guatemala,Closed due to COVID-19
28/09/2020,GUY,Guyana,Closed due to COVID-19
28/09/2020,HND,Honduras,Closed due to COVID-19
28/09/2020,HRV,Croatia,Fully open
28/09/2020,HTI,Haiti,Academic break
28/09/2020,HUN,Hungary,Fully open
28/09/2020,IDN,Indonesia,Closed due to COVID-19
28/09/2020,IND,India,Closed due to COVID-19
28/09/2020,IRL,Ireland,Fully open
28/09/2020,IRN,Iran (Islamic Republic of),Closed due to COVID-19
28/09/2020,IRQ,Iraq,Closed due to COVID-19
28/09/2020,ISL,Iceland,Fully open
28/09/2020,ISR,Israel,Partially open
28/09/2020,ITA,Italy,Fully open
28/09/2020,JAM,Jamaica,Academic break
28/09/2020,JOR,Jordan,Fully open
28/09/2020,JPN,Japan,Fully open
28/09/2020,KAZ,Kazakhstan,Partially open
28/09/2020,KEN,Kenya,Closed due to COVID-19
28/09/2020,KGZ,Kyrgyzstan ,Closed due to COVID-19
28/09/2020,KHM,Cambodia,Closed due to COVID-19
28/09/2020,KIR,Kiribati,Fully open
28/09/2020,KNA,Saint Kitts and Nevis,Fully open
28/09/2020,KOR,Republic of Korea,Fully open
28/09/2020,KWT,Kuwait,Closed due to COVID-19
28/09/2020,LAO,Lao PDR,Fully open
28/09/2020,LBN,Lebanon,Closed due to COVID-19
28/09/2020,LBR,Liberia,Partially open
28/09/2020,LBY,Libya,Closed due to COVID-19
28/09/2020,LCA,Saint Lucia,Partially open
28/09/2020,LIE,Liechtenstein,Fully open
28/09/2020,LKA,Sri Lanka,Fully open
28/09/2020,LSO,Lesotho,Partially open
28/09/2020,LTU,Lithuania,Fully open
28/09/2020,LUX,Luxembourg,Fully open
28/09/2020,LVA,Latvia,Fully open
28/09/2020,MAR,Morocco,Partially open
28/09/2020,MCO,Monaco,Fully open
28/09/2020,MDA,Republic of Moldova,Fully open
28/09/2020,MDG,Madagascar,Academic break
28/09/2020,MDV,Maldives,Closed due to COVID-19
28/09/2020,MEX,Mexico,Closed due to COVID-19
28/09/2020,MHL,Marshall Islands,Fully open
28/09/2020,MKD,North Macedonia,Closed due to COVID-19
28/09/2020,MLI,Mali,Academic break
28/09/2020,MLT,Malta,Partially open
28/09/2020,MMR,Myanmar,Closed due to COVID-19
28/09/2020,MNE,Montenegro ,Academic break
28/09/2020,MNG,Mongolia,Partially open
28/09/2020,MOZ,Mozambique,Closed due to COVID-19
28/09/2020,MRT,Mauritania ,Fully open
28/09/2020,MSR,Montserrat,Fully open
28/09/2020,MUS,Mauritius,Partially open
28/09/2020,MWI,Malawi ,Closed due to COVID-19
28/09/2020,MYS,Malaysia,Fully open
28/09/2020,NAM,Namibia  ,Closed due to COVID-19
28/09/2020,NER,Niger,Academic break
28/09/2020,NGA,Nigeria,Closed due to COVID-19
28/09/2020,NIC,Nicaragua,Fully open
28/09/2020,NIU,Niue,Fully open
28/09/2020,NLD,Netherlands,Fully open
28/09/2020,NOR,Norway,Fully open
28/09/2020,NPL,Nepal,Partially open
28/09/2020,NRU,Nauru,Fully open
28/09/2020,NZL,New Zealand,Fully open
28/09/2020,OMN,Oman,Academic break
28/09/2020,PAK,Pakistan ,Closed due to COVID-19
28/09/2020,PAN,Panama,Closed due to COVID-19
28/09/2020,PER,Peru,Partially open
28/09/2020,PHL,Philippines,Closed due to COVID-19
28/09/2020,PLW,Palau,Fully open
28/09/2020,PNG,Papua New Guinea,Fully open
28/09/2020,POL,Poland,Fully open
28/09/2020,PRK,Democratic People's Republic of Korea,Fully open
28/09/2020,PRT,Portugal,Partially open
28/09/2020,PRY,Paraguay ,Closed due to COVID-19
28/09/2020,PSE,Palestine,Fully open
28/09/2020,QAT,Qatar,Partially open
28/09/2020,ROU,Romania,Partially open
28/09/2020,RUS,Russian Federation,Fully open
28/09/2020,RWA,Rwanda ,Fully open
28/09/2020,SAU,Saudi Arabia,Closed due to COVID-19
28/09/2020,SDN,Sudan,Partially open
28/09/2020,SEN,Senegal,Academic break
28/09/2020,SGP,Singapore,Fully open
28/09/2020,SJM,Svalbard,Fully open
28/09/2020,SLB,Solomon Islands,Fully open
28/09/2020,SLE,Sierra Leone,Partially open
28/09/2020,SLV,El Salvador,Closed due to COVID-19
28/09/2020,SMR,San Marino,Fully open
28/09/2020,SOM,Somalia,Academic break
28/09/2020,SRB,Serbia,Partially open
28/09/2020,SSD,South Sudan,Closed due to COVID-19
28/09/2020,STP,São Tomé and Príncipe,Academic break
28/09/2020,SUR,Suriname,Academic break
28/09/2020,SVK,Slovakia,Fully open
28/09/2020,SVN,Slovenia,Fully open
28/09/2020,SWE,Sweden,Fully open
28/09/2020,SWZ,Eswatini,Partially open
28/09/2020,SXM,Sint Marteen,Partially open
28/09/2020,SYC,Seychelles,Fully open
28/09/2020,SYR,Syrian Arab Republic,Closed due to COVID-19
28/09/2020,TCA,Turks and Caicos Island,Closed due to COVID-19
28/09/2020,TCD,Chad,Partially open
28/09/2020,TGO,Togo,Academic break
28/09/2020,THA,Thailand,Fully open
28/09/2020,TJK,Tajikistan,Fully open
28/09/2020,TKL,Tokelau,Fully open
28/09/2020,TKM,Turkmenistan,Fully open
28/09/2020,TLS,Timor-Leste,Fully open
28/09/2020,TON,Tonga,Fully open
28/09/2020,TTO,Trinidad and Tobago,Fully open
28/09/2020,TUN,Tunisia,Fully open
28/09/2020,TUR,Turkey,Fully open
28/09/2020,TUV,Tuvalu,Partially open
28/09/2020,TZA,United Republic of Tanzania,Fully open
28/09/2020,UGA,Uganda,Closed due to COVID-19
28/09/2020,UKR,Ukraine,Partially open
28/09/2020,URY,Uruguay,Fully open
28/09/2020,USA,United States of America,Partially open
